seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	40897721	40898822	1102	*	40898408	44	13	7	0	6.14981213731269e-08	4.31219085756736e-05	4312.19085756736	9.67694631304624e-06	967.694631304624	3344.49622626273	0	Distal Intergenic	1	40863914	40876670	12757	1	124904157	ENST00000414199.1	33807	NA
chr1	43830000	43831347	1348	*	43830954	46	11	11	0	3.09709529799918e-07	4.50819953291133e-05	4508.19953291133	8.18818534180835e-06	818.818534180835	3689.38099873049	0	Intron (ENST00000645057.1/9682, intron 18 of 25)	1	43838250	43931139	92890	1	6487	ENST00000644645.1	-6903	ST3GAL3
chr1	46134773	46135683	911	*	46135347	27	11	7	4.68491911931324e-11	0.000201678001572447	2.6461171171436e-05	2646.1171171436	8.18818534180835e-06	818.818534180835	1827.29858296277	5.32479302147658e-07	Promoter	1	46134531	46139081	4551	1	101929626	ENST00000452785.2	242	RP4-533D7.5
chr1	75377062	75377529	468	*	75377296	31	15	5	6.0507154842071e-14	0.000137027759491426	3.03813446783155e-05	3038.13446783155	1.11657072842841e-05	1116.57072842841	1921.56373940313	1.20349811465787e-09	Intron (ENST00000370859.8/204962, intron 3 of 23)	1	75204475	75611084	406610	2	204962	ENST00000370855.5	233555	SLC44A5
chr1	75382467	75382934	468	*	75382701	30	17	5	2.52242671194836e-13	0.00095185696011868	2.94013013015956e-05	2940.13013015956	1.2654468255522e-05	1265.4468255522	1674.68330460736	4.4362184101637e-09	Intron (ENST00000370859.8/204962, intron 3 of 23)	1	75204475	75611084	406610	2	204962	ENST00000370855.5	228150	SLC44A5
chr1	108198467	108199834	1368	*	108199410	55	41	10	0	1.34164513165835e-07	5.39023857195919e-05	5390.23857195919	3.05195999103766e-05	3051.95999103766	2338.27858092154	0	Promoter	1	108134820	108200279	65460	2	29957	ENST00000264128.13	445	SLC25A24
chr1	108216310	108217313	1004	*	108217030	64	49	11	0	1.89705666731044e-08	6.27227761100706e-05	6272.27761100706	3.64746437953281e-05	3647.46437953281	2624.81323147425	0	Distal Intergenic	1	108134043	108200343	66301	2	29957	ENST00000565488.6	-15967	SLC25A24
chr1	108234546	108235310	765	*	108234986	30	20	8	4.03022060169178e-11	6.01693346256038e-05	2.94013013015956e-05	2940.13013015956	1.48876097123788e-05	1488.76097123788	1451.36915892168	4.62789816205607e-07	Exon (ENST00000415641.8/148545, exon 9 of 15)	1	108222464	108244076	21613	2	148545	ENST00000415641.8	8766	NBPF4
chr1	108458160	108459797	1638	*	108459285	54	26	13	0	4.13102885232774e-12	5.29223423428721e-05	5292.23423428721	1.93538926260925e-05	1935.38926260925	3356.84497167796	0	Exon (ENST00000370040.7/653149, exon 10 of 16)	1	108450343	108471920	21578	1	653149	ENST00000495380.7	7817	NBPF6
chr1	108533170	108534271	1102	*	108533744	27	14	8	9.43089606408876e-10	1.39047139405823e-05	2.6461171171436e-05	2646.1171171436	1.04213267986652e-05	1042.13267986652	1603.98443727709	8.10123669484725e-06	Distal Intergenic	1	108560089	108644900	84812	1	284611	ENST00000405454.1	-25818	FAM102B
chr1	108815818	108816578	761	*	108816295	27	18	9	1.18108367530567e-09	0.000746722068093897	2.6461171171436e-05	2646.1171171436	1.33988487411409e-05	1339.88487411409	1306.23224302951	9.84202033720117e-06	Promoter	1	108815898	108817454	1557	2	254268	ENST00000466413.1	876	AKNAD1
chr1	109151022	109151943	922	*	109151740	28	16	5	2.49081866243728e-11	0.000940665763136117	2.74412145481559e-05	2744.12145481559	1.19100877699031e-05	1191.00877699031	1553.11267782528	2.98322405070512e-07	Intron (ENST00000533147.5/57535, intron 2 of 2)	1	109161606	109164626	3021	1	57535	ENST00000533374.1	-9663	KIAA1324
chr1	109214504	109215140	637	*	109214816	25	7	4	7.58830664970844e-10	7.23807673352894e-06	2.45010844179963e-05	2450.10844179963	5.21066339933259e-06	521.066339933259	1929.04210186638	6.58615742476188e-06	Promoter	1	109213982	109238148	24167	1	6301	ENST00000369923.4	522	SARS
chr1	113388198	113389299	1102	*	113388591	32	10	5	9.24815779512755e-14	2.48581345951848e-07	3.13613880550353e-05	3136.13880550353	7.44380485618941e-06	744.380485618941	2391.75831988459	1.78631107978662e-09	Distal Intergenic	1	113390515	113685923	295409	1	260425	ENST00000307546.14	-1216	MAGI3
chr1	113975998	113977141	1144	*	113976809	42	13	6	0	8.41770098070072e-10	4.11618218222338e-05	4116.18218222339	9.67694631304624e-06	967.694631304624	3148.48755091876	0	3' UTR	1	113979391	113982254	2864	1	56944	ENST00000393300.6	-2250	OLFML3
chr1	115714157	115714906	750	*	115714492	28	13	3	1.0661138638568e-11	0.000981756918432386	2.74412145481559e-05	2744.12145481559	9.67694631304624e-06	967.694631304624	1776.42682351097	1.38080340378709e-07	Intron (ENST00000713711.1/845, intron 9 of 11)	1	115671144	115684076	12933	1	81839	ENST00000474344.1	43013	VANGL1
chr1	115952251	115953246	996	*	115952759	32	16	9	1.74549263931567e-12	0.000803167040702268	3.13613880550353e-05	3136.13880550353	1.19100877699031e-05	1191.00877699031	1945.13002851323	2.72553781724546e-08	Distal Intergenic	1	115976513	116070054	93542	1	55356	ENST00000369503.9	-23267	SLC22A15
chr1	116508487	116510222	1736	*	116509264	74	3	16	0	0	7.25232098772692e-05	7252.32098772692	2.23314145685682e-06	223.314145685682	7029.00684204123	0	Distal Intergenic	1	116493350	116502634	9285	1	112268235	ENST00000660250.1	15137	NA
chr1	117590827	117591613	787	*	117591312	31	17	5	3.29736238313671e-13	0.000194818840249633	3.03813446783155e-05	3038.13446783155	1.2654468255522e-05	1265.4468255522	1772.68764227935	5.62158228131147e-09	Distal Intergenic	1	117604624	117605685	1062	2	100996263	ENST00000456126.1	14072	NA
chr1	120614870	120615847	978	*	120615159	29	15	8	9.45700406873584e-10	8.14585455096717e-05	2.84212579248758e-05	2842.12579248758	1.11657072842841e-05	1116.57072842841	1725.55506405916	8.10283383227801e-06	Intron (ENST00000612480.2/100996724, intron 4 of 41)	1	120489860	120558143	68284	2	100996724	ENST00000715505.1	-56727	NA
chr1	120750570	120751603	1034	*	120751157	32	22	10	1.06244013586831e-10	0.000609644774999696	3.13613880550353e-05	3136.13880550353	1.63763706836167e-05	1637.63706836167	1498.50173714186	1.11641409937445e-06	Intron (ENST00000690847.1/101929796, intron 1 of 3)	1	120723949	120807662	83714	1	101060684	ENST00000652763.1	26621	NBPF9
chr1	121100020	121100768	749	*	121100565	27	11	6	5.80341663614092e-10	1.72873630441828e-05	2.6461171171436e-05	2646.1171171436	8.18818534180835e-06	818.818534180835	1827.29858296277	5.21301259690772e-06	Intron (ENST00000426275.1/ENST00000426275.1, intron 1 of 1)	1	121090289	121097655	7367	2	100996318	ENST00000457996.1	-2365	NA
chr1	143887456	143888302	847	*	143887785	34	9	6	4.9960036108132e-15	3.14817949487178e-09	3.3321474808475e-05	3332.1474808475	6.69942437057047e-06	669.942437057047	2662.20504379046	1.14345177162417e-10	Intron (ENST00000609585.1/338391, intron 1 of 1)	1	143877731	143885076	7346	2	338391	ENST00000415338.1	-2380	NA
chr1	145272154	145273127	974	*	145272677	29	17	9	6.17856654727689e-10	0.000524209168624612	2.84212579248758e-05	2842.12579248758	1.2654468255522e-05	1265.4468255522	1576.67896693538	5.48655883254436e-06	Distal Intergenic	1	145281116	145281279	164	1	101954266	ENST00000384770.1	-7989	RNVU1-14
chr1	145739863	145740673	811	*	145740330	28	13	5	1.65775393412559e-10	0.000130375610373434	2.74412145481559e-05	2744.12145481559	9.67694631304624e-06	967.694631304624	1776.42682351097	1.67862656320527e-06	3' UTR	1	145728328	145738493	10166	1	11126	ENST00000584442.2	11535	CD160
chr1	146191088	146192255	1168	*	146191783	31	14	7	1.56956669883357e-11	2.97534156641355e-05	3.03813446783155e-05	3038.13446783155	1.04213267986652e-05	1042.13267986652	1996.00178796503	1.97172391070952e-07	Intron (ENST00000612520.2/100132406, intron 1 of 20)	1	146164841	146228508	63668	2	388677	ENST00000685177.1	36253	NOTCH2NL
chr1	146201481	146202694	1214	*	146201887	42	27	12	4.44089209850063e-16	0.000169002919382488	4.11618218222338e-05	4116.18218222339	2.00982731117114e-05	2009.82731117114	2106.35487105224	1.33688855781484e-11	Intron (ENST00000612520.2/100132406, intron 1 of 20)	1	146164841	146228508	63668	2	388677	ENST00000685177.1	25814	NOTCH2NL
chr1	147538415	147539277	863	*	147538926	31	5	10	2.57094345812448e-12	2.07540151730967e-09	3.03813446783155e-05	3038.13446783155	3.72190242809471e-06	372.190242809471	2665.94422502208	3.88730140836916e-08	Distal Intergenic	1	147541501	147626180	84680	1	607	ENST00000683836.1	-2224	BCL9
chr1	147668900	147669785	886	*	147669492	30	11	7	4.21374046766232e-12	1.29951003429163e-05	2.94013013015956e-05	2940.13013015956	8.18818534180835e-06	818.818534180835	2121.31159597873	5.84249977581619e-08	Promoter	1	147649817	147670048	20232	2	51205	ENST00000487562.5	263	ACP6
chr1	147675988	147677336	1349	*	147676833	64	28	12	0	7.83945686144705e-10	6.27227761100706e-05	6272.27761100706	2.08426535973304e-05	2084.26535973304	4188.01225127403	0	Distal Intergenic	1	147642230	147670524	28295	2	51205	ENST00000583509.7	-5464	ACP6
chr1	147715492	147716838	1347	*	147716635	31	13	9	2.94442248360838e-12	5.89815969402885e-05	3.03813446783155e-05	3038.13446783155	9.67694631304624e-06	967.694631304624	2070.43983652692	4.3661508479472e-08	Distal Intergenic	1	147756199	147760602	4404	2	2702	ENST00000579774.3	43764	GJA5
chr1	148651465	148652835	1371	*	148652623	51	29	14	0	8.32693148322683e-07	4.99822122127125e-05	4998.22122127125	2.15870340829493e-05	2158.70340829493	2839.51781297632	0	Intron (ENST00000606877.2/100996763, intron 1 of 7)	1	148593645	148679742	86098	2	100996763	ENST00000606877.2	26907	NBPF14
chr1	149417596	149418813	1218	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	3.21326954545654e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NOTCH2NL
chr1	149417596	149418813	1218	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	3.21326954545654e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NBPF14
chr1	149417596	149418813	1218	*	149418403	45	27	12	1.22124532708767e-15	1.0774646035383e-06	4.41019519523934e-05	4410.19519523934	2.00982731117114e-05	2009.82731117114	2400.3678840682	3.21326954545654e-11	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	11220	NBPF19
chr1	149795398	149796244	847	*	149795943	34	18	6	4.42534897615587e-13	3.57514050486341e-06	3.3321474808475e-05	3332.1474808475	1.33988487411409e-05	1339.88487411409	1992.26260673341	7.43091702074053e-09	Intron (ENST00000545683.1/440689, intron 1 of 1)	1	149785659	149793020	7362	2	124904411	ENST00000428289.1	-2378	NA
chr1	155627189	155628110	922	*	155627418	26	12	11	1.20343990328564e-09	0.000364952240913041	2.54811277947162e-05	2548.11277947162	8.93256582742729e-06	893.25658274273	1654.85619672889	9.97854741643706e-06	3' UTR	1	155613221	155614052	832	1	55154	ENST00000462250.2	13968	MSTO1
chr1	155634476	155635833	1358	*	155635600	26	11	9	6.57441212581489e-10	0.000157431157759125	2.54811277947162e-05	2548.11277947162	8.18818534180835e-06	818.818534180835	1729.29424529078	5.79649784670626e-06	5' UTR	1	155613221	155614052	832	1	55154	ENST00000462250.2	21255	MSTO1
chr1	178655019	178656291	1273	*	178655972	40	8	11	0	2.81212830799404e-11	3.92017350687941e-05	3920.17350687941	5.95504388495153e-06	595.504388495153	3324.66911838426	0	Distal Intergenic	1	178677749	178677834	86	1	100616328	ENST00000585257.1	-21458	MIR4424
chr1	182968455	182969743	1289	*	182969216	36	13	11	2.66453525910038e-15	6.3730517856242e-05	3.52815615619147e-05	3528.15615619147	9.67694631304624e-06	967.694631304624	2560.46152488685	6.54682190812269e-11	Distal Intergenic	1	182899865	182953525	53661	2	81626	ENST00000488956.5	-14930	SHCBP1L
chr1	187312726	187313709	984	*	187313355	27	6	14	8.52420356522998e-11	2.68427939653648e-07	2.6461171171436e-05	2646.1171171436	4.46628291371365e-06	446.628291371365	2199.48882577224	9.12950398185713e-07	Intron (ENST00000643891.1/106144535, intron 2 of 8)	1	187307491	187487207	179717	1	106144535	ENST00000667298.1	5235	LINC01037
chr1	191701522	191702799	1278	*	191702208	52	64	12	0	0.000245191258874677	5.09622555894324e-05	5096.22555894324	4.76403510796122e-05	4764.03510796122	332.190450982015	0	Distal Intergenic	1	191823432	192010781	187350	1	107985457	ENST00000664489.1	-120633	NA
chr1	200433032	200433617	586	*	200433368	26	15	7	6.03245120522899e-10	0.000389644161705394	2.54811277947162e-05	2548.11277947162	1.11657072842841e-05	1116.57072842841	1431.54205104321	5.37539661995545e-06	Intron (ENST00000637430.1/124904480, intron 4 of 5)	1	200411694	200478360	66667	1	124904480	ENST00000647823.1	21338	NA
chr1	207240703	207241777	1075	*	207241391	34	10	5	2.22044604925031e-15	1.82970103623781e-07	3.3321474808475e-05	3332.1474808475	7.44380485618941e-06	744.380485618941	2587.76699522856	5.57874548561833e-11	Promoter	1	207240122	207309292	69171	1	124904497	ENST00000634239.1	581	NA
chr1	220363957	220364499	543	*	220364226	24	1	4	1.03256259098572e-09	4.41456082800329e-09	2.35210410412765e-05	2352.10410412765	7.44380485618941e-07	74.4380485618941	2277.66605556575	8.80880271051501e-06	Distal Intergenic	1	220150135	220272529	122395	2	25782	ENST00000687065.1	-91428	RAB3GAP2
chr10	338991	340050	1060	*	339293	31	14	9	1.01918473660589e-12	2.51096219824332e-05	3.03813446783155e-05	3038.13446783155	1.04213267986652e-05	1042.13267986652	1996.00178796503	1.65323143524535e-08	Intron (ENST00000280886.12/22982, intron 29 of 36)	10	324639	329526	4888	2	22982	ENST00000434695.2	-9465	DIP2C
chr10	1268441	1269023	583	*	1268738	26	0	7	1.28945076838249e-10	4.46253034525057e-11	2.54811277947162e-05	2548.11277947162	0	0	2548.11277947162	1.33812553263619e-06	Intron (ENST00000655745.1/399706, intron 2 of 2)	10	1215676	1240530	24855	2	105	ENST00000469464.1	-27911	ADARB2
chr10	3330695	3331308	614	*	3330894	28	6	4	1.4743983811627e-11	2.88238708900934e-07	2.74412145481559e-05	2744.12145481559	4.46628291371365e-06	446.628291371365	2297.49316344423	1.88044882082986e-07	Distal Intergenic	10	3270090	3277649	7560	2	124902537	ENST00000662361.1	-53046	NA
chr10	3783524	3784412	889	*	3784012	30	14	8	6.32760510654862e-12	0.00031152925685074	2.94013013015956e-05	2940.13013015956	1.04213267986652e-05	1042.13267986652	1897.99745029304	8.49156981678214e-08	Promoter	10	3781808	3785183	3376	2	1316	ENST00000380946.3	771	KLF6
chr10	8084675	8085509	835	*	8084966	32	16	9	7.77378161842535e-13	4.01276589878652e-06	3.13613880550353e-05	3136.13880550353	1.19100877699031e-05	1191.00877699031	1945.13002851323	1.2671453642463e-08	Distal Intergenic	10	8058399	8074064	15666	1	2625	ENST00000461472.1	26276	GATA3
chr10	8365754	8367003	1250	*	8366160	48	38	13	0	8.5790557959875e-06	4.7042082082553e-05	4704.2082082553	2.82864584535198e-05	2828.64584535198	1875.56236290332	0	Distal Intergenic	10	8400860	8461863	61004	1	105376396	ENST00000413286.1	-33857	NA
chr10	9036293	9037544	1252	*	9036993.5	34	33	22	5.96891092108365e-10	1.98401098464585e-05	3.3321474808475e-05	3332.1474808475	2.45645560254251e-05	2456.45560254251	875.691878304996	5.34687376749444e-06	Distal Intergenic	10	8897989	8914596	16608	1	105755953	ENST00000447297.1	138304	RP11-428L9.1
chr10	17445837	17446961	1125	*	17446077	31	12	8	2.04170014228566e-13	3.3594551437699e-05	3.03813446783155e-05	3038.13446783155	8.93256582742729e-06	893.25658274273	2144.87788508882	3.70784951655144e-09	Intron (ENST00000377602.5/338596, intron 2 of 7)	10	17320346	17454196	133851	2	338596	ENST00000648997.1	7235	ST8SIA6
chr10	21183714	21184933	1220	*	21184514	32	16	11	2.36810571152546e-13	0.00016193777548057	3.13613880550353e-05	3136.13880550353	1.19100877699031e-05	1191.00877699031	1945.13002851323	4.18684848695656e-09	Intron (ENST00000675702.1/10529, intron 3 of 8)	10	20780050	21174931	394882	2	10529	ENST00000675700.1	-8783	NEBL
chr10	44172769	44173987	1219	*	44173330	37	14	12	1.11022302462516e-16	1.1237028774147e-06	3.62616049386346e-05	3626.16049386346	1.04213267986652e-05	1042.13267986652	2584.02781399694	3.53320547422494e-12	Distal Intergenic	10	44292569	44293948	1380	1	100130539	ENST00000623589.1	-118582	C10orf142
chr10	50172823	50173767	945	*	50173372	26	3	9	3.64442809264176e-10	3.30405887760676e-07	2.54811277947162e-05	2548.11277947162	2.23314145685682e-06	223.314145685682	2324.79863378594	3.41121532015884e-06	Distal Intergenic	10	50187211	50199146	11936	2	56624	ENST00000489640.5	25379	ASAH2
