chr1	6100993	6101465	Andy_ChIP_q0.05_peak_62	893	.	27.4212	93.1594	89.3205	237	chr1	6100776	6158622
chr1	6157870	6158252	Andy_ChIP_q0.05_peak_63	819	.	35.2944	85.7234	81.9279	220	chr1	6100776	6158622
chr1	6959370	6960052	Andy_ChIP_q0.05_peak_72	3555	.	113.875	360.541	355.549	365	chr1	6959576	6960093
chr1	6959370	6960052	Andy_ChIP_q0.05_peak_72	3555	.	113.875	360.541	355.549	365	chr1	6959248	7448438
chr1	6960315	6960927	Andy_ChIP_q0.05_peak_73	649	.	18.5926	68.6689	64.9909	362	chr1	6959576	6960093
chr1	6960315	6960927	Andy_ChIP_q0.05_peak_73	649	.	18.5926	68.6689	64.9909	362	chr1	6959248	7448438
chr1	7106863	7107119	Andy_ChIP_q0.05_peak_74	207	.	12.2195	24.0309	20.7977	168	chr1	6959248	7448438
chr1	7110353	7110638	Andy_ChIP_q0.05_peak_75	140	.	9.54509	17.1184	14.0094	137	chr1	6959248	7448438
chr1	7223845	7224286	Andy_ChIP_q0.05_peak_76	859	.	36.6263	89.7954	85.9766	201	chr1	6959248	7448438
chr1	7228686	7229004	Andy_ChIP_q0.05_peak_77	312	.	17.3143	34.6049	31.2264	142	chr1	6959248	7448438
chr1	7228686	7229004	Andy_ChIP_q0.05_peak_77	312	.	17.3143	34.6049	31.2264	142	chr1	7228464	7448380
chr1	7282804	7283121	Andy_ChIP_q0.05_peak_78	55	.	5.9934	8.45175	5.5907	113	chr1	6959248	7448438
chr1	7282804	7283121	Andy_ChIP_q0.05_peak_78	55	.	5.9934	8.45175	5.5907	113	chr1	7228464	7448380
chr1	7287116	7287346	Andy_ChIP_q0.05_peak_79	108	.	8.65713	13.8911	10.8558	79	chr1	6959248	7448438
chr1	7287116	7287346	Andy_ChIP_q0.05_peak_79	108	.	8.65713	13.8911	10.8558	79	chr1	7228464	7448380
chr1	7287116	7287346	Andy_ChIP_q0.05_peak_79	108	.	8.65713	13.8911	10.8558	79	chr1	7286890	7448249
chr1	7326309	7326554	Andy_ChIP_q0.05_peak_80	46	.	5.30283	7.43497	4.61136	128	chr1	6959248	7448438
chr1	7326309	7326554	Andy_ChIP_q0.05_peak_80	46	.	5.30283	7.43497	4.61136	128	chr1	7228464	7448380
chr1	7326309	7326554	Andy_ChIP_q0.05_peak_80	46	.	5.30283	7.43497	4.61136	128	chr1	7286890	7448249
chr1	7447055	7447455	Andy_ChIP_q0.05_peak_81	213	.	13.3187	24.5854	21.3399	262	chr1	6959248	7448438
chr1	7447055	7447455	Andy_ChIP_q0.05_peak_81	213	.	13.3187	24.5854	21.3399	262	chr1	7228464	7448380
chr1	7447055	7447455	Andy_ChIP_q0.05_peak_81	213	.	13.3187	24.5854	21.3399	262	chr1	7286890	7448249
chr1	7447669	7448422	Andy_ChIP_q0.05_peak_82	6260	.	182.466	632.872	626.057	306	chr1	6959248	7448438
chr1	7447669	7448422	Andy_ChIP_q0.05_peak_82	6260	.	182.466	632.872	626.057	306	chr1	7228464	7448380
chr1	7447669	7448422	Andy_ChIP_q0.05_peak_82	6260	.	182.466	632.872	626.057	306	chr1	7286890	7448249
chr1	8712583	8712749	Andy_ChIP_q0.05_peak_94	43	.	5.32746	7.1954	4.38965	112	chr1	8395220	20358009
chr1	8916512	8916787	Andy_ChIP_q0.05_peak_95	108	.	8.65713	13.8911	10.8558	154	chr1	8395220	20358009
chr1	8990012	8990285	Andy_ChIP_q0.05_peak_96	182	.	11.9868	21.4053	18.2103	139	chr1	8395220	20358009
chr1	9113041	9113363	Andy_ChIP_q0.05_peak_97	166	.	10.6057	19.8056	16.6484	235	chr1	8395220	20358009
chr1	9113585	9113751	Andy_ChIP_q0.05_peak_98	60	.	5.91342	8.94133	6.06361	67	chr1	8395220	20358009
chr1	9127547	9127713	Andy_ChIP_q0.05_peak_99	36	.	4.77254	6.37857	3.61356	101	chr1	8395220	20358009
chr1	9163069	9163235	Andy_ChIP_q0.05_peak_100	56	.	5.83311	8.53213	5.65932	52	chr1	8395220	20358009
chr1	9193835	9194421	Andy_ChIP_q0.05_peak_101	108	.	8.65713	13.8911	10.8558	130	chr1	8395220	20358009
chr1	9297073	9297314	Andy_ChIP_q0.05_peak_102	127	.	9.01481	15.8093	12.7288	108	chr1	8395220	20358009
chr1	9303122	9303466	Andy_ChIP_q0.05_peak_103	229	.	13.9846	26.2077	22.9397	160	chr1	8395220	20358009
chr1	9315552	9315718	Andy_ChIP_q0.05_peak_104	55	.	5.9934	8.45175	5.5907	91	chr1	8395220	20358009
chr1	9325885	9326210	Andy_ChIP_q0.05_peak_105	245	.	14.6505	27.8502	24.56	161	chr1	8395220	20358009
chr1	9346178	9346344	Andy_ChIP_q0.05_peak_106	17	.	3.71198	4.40557	1.78797	110	chr1	8395220	20358009
chr1	9384629	9384910	Andy_ChIP_q0.05_peak_107	90	.	7.42396	12.0362	9.05524	220	chr1	8395220	20358009
chr1	9389789	9390002	Andy_ChIP_q0.05_peak_108	81	.	7.32526	11.0961	8.13446	94	chr1	8395220	20358009
chr1	9476869	9477116	Andy_ChIP_q0.05_peak_109	108	.	8.65713	13.8911	10.8558	111	chr1	8395220	20358009
chr1	9945728	9945943	Andy_ChIP_q0.05_peak_110	81	.	7.32526	11.0961	8.13446	89	chr1	8395220	20358009
chr1	9950292	9950912	Andy_ChIP_q0.05_peak_111	2688	.	90.5669	273.525	268.885	344	chr1	8395220	20358009
chr1	9951852	9952027	Andy_ChIP_q0.05_peak_112	43	.	5.32746	7.1954	4.38965	34	chr1	8395220	20358009
chr1	10018559	10018934	Andy_ChIP_q0.05_peak_113	1003	.	41.2878	104.287	100.382	200	chr1	8395220	20358009
chr1	10387779	10388028	Andy_ChIP_q0.05_peak_114	94	.	7.99119	12.4763	9.47627	148	chr1	8395220	20358009
chr1	10438691	10439076	Andy_ChIP_q0.05_peak_115	265	.	14.3176	29.8298	26.5093	221	chr1	8395220	20358009
chr1	10483174	10483340	Andy_ChIP_q0.05_peak_116	43	.	5.32746	7.1954	4.38965	75	chr1	8395220	20358009
chr1	10516430	10516823	Andy_ChIP_q0.05_peak_117	108	.	8.65713	13.8911	10.8558	159	chr1	8395220	20358009
chr1	10596937	10597178	Andy_ChIP_q0.05_peak_118	113	.	8.64452	14.4193	11.3765	95	chr1	8395220	20358009
chr1	10692430	10692885	Andy_ChIP_q0.05_peak_119	229	.	13.9846	26.2077	22.9397	299	chr1	8395220	20358009
chr1	10735693	10736024	Andy_ChIP_q0.05_peak_120	166	.	11.3209	19.8498	16.6828	142	chr1	10735576	10751694
chr1	10735693	10736024	Andy_ChIP_q0.05_peak_120	166	.	11.3209	19.8498	16.6828	142	chr1	8395220	20358009
chr1	10751109	10751498	Andy_ChIP_q0.05_peak_121	983	.	40.6219	102.195	98.3041	203	chr1	10735576	10751694
chr1	10751109	10751498	Andy_ChIP_q0.05_peak_121	983	.	40.6219	102.195	98.3041	203	chr1	8395220	20358009
chr1	10752360	10752720	Andy_ChIP_q0.05_peak_122	371	.	18.0296	40.6345	37.1929	216	chr1	10735576	10751694
chr1	10752360	10752720	Andy_ChIP_q0.05_peak_122	371	.	18.0296	40.6345	37.1929	216	chr1	8395220	20358009
