chr1	6100993	6101465	Andy_ChIP_q0.05_peak_62	893	.	27.4212	93.1594	89.3205	237	chr1	6100801	6158622
chr1	6157870	6158252	Andy_ChIP_q0.05_peak_63	819	.	35.2944	85.7234	81.9279	220	chr1	6100801	6158622
chr1	7447055	7447455	Andy_ChIP_q0.05_peak_81	213	.	13.3187	24.5854	21.3399	262	chr1	7343226	7448110
chr1	7447669	7448422	Andy_ChIP_q0.05_peak_82	6260	.	182.466	632.872	626.057	306	chr1	7343226	7448110
chr1	12454170	12454336	Andy_ChIP_q0.05_peak_130	43	.	5.32746	7.1954	4.38965	48	chr1	12431233	12600773
chr1	12480919	12481089	Andy_ChIP_q0.05_peak_131	55	.	5.9934	8.45175	5.5907	58	chr1	12431233	12600773
chr1	12485311	12486036	Andy_ChIP_q0.05_peak_132	739	.	32.6307	77.6778	73.9357	485	chr1	12431233	12600773
chr1	12485311	12486036	Andy_ChIP_q0.05_peak_132	739	.	32.6307	77.6778	73.9357	485	chr1	12485320	12600961
chr1	12485311	12486036	Andy_ChIP_q0.05_peak_132	739	.	32.6307	77.6778	73.9357	485	chr1	12485968	12601003
chr1	12486321	12486779	Andy_ChIP_q0.05_peak_133	1003	.	41.2878	104.287	100.382	293	chr1	12431233	12600773
chr1	12486321	12486779	Andy_ChIP_q0.05_peak_133	1003	.	41.2878	104.287	100.382	293	chr1	12485320	12600961
chr1	12486321	12486779	Andy_ChIP_q0.05_peak_133	1003	.	41.2878	104.287	100.382	293	chr1	12485968	12601003
chr1	12528600	12528933	Andy_ChIP_q0.05_peak_134	122	.	9.32306	15.3379	12.2683	149	chr1	12431233	12600773
chr1	12528600	12528933	Andy_ChIP_q0.05_peak_134	122	.	9.32306	15.3379	12.2683	149	chr1	12485320	12600961
chr1	12528600	12528933	Andy_ChIP_q0.05_peak_134	122	.	9.32306	15.3379	12.2683	149	chr1	12485968	12601003
chr1	12540240	12540633	Andy_ChIP_q0.05_peak_135	182	.	11.9868	21.4053	18.2103	179	chr1	12431233	12600773
chr1	12540240	12540633	Andy_ChIP_q0.05_peak_135	182	.	11.9868	21.4053	18.2103	179	chr1	12485320	12600961
chr1	12540240	12540633	Andy_ChIP_q0.05_peak_135	182	.	11.9868	21.4053	18.2103	179	chr1	12485968	12601003
chr1	12541701	12541867	Andy_ChIP_q0.05_peak_136	55	.	5.9934	8.45175	5.5907	106	chr1	12431233	12600773
chr1	12541701	12541867	Andy_ChIP_q0.05_peak_136	55	.	5.9934	8.45175	5.5907	106	chr1	12485320	12600961
chr1	12541701	12541867	Andy_ChIP_q0.05_peak_136	55	.	5.9934	8.45175	5.5907	106	chr1	12485968	12601003
chr1	12549513	12550108	Andy_ChIP_q0.05_peak_137	719	.	31.9648	75.6879	71.9586	243	chr1	12431233	12600773
chr1	12549513	12550108	Andy_ChIP_q0.05_peak_137	719	.	31.9648	75.6879	71.9586	243	chr1	12485320	12600961
chr1	12549513	12550108	Andy_ChIP_q0.05_peak_137	719	.	31.9648	75.6879	71.9586	243	chr1	12485968	12601003
chr1	12600156	12600916	Andy_ChIP_q0.05_peak_138	1611	.	59.934	165.351	161.152	310	chr1	12431233	12600773
chr1	12600156	12600916	Andy_ChIP_q0.05_peak_138	1611	.	59.934	165.351	161.152	310	chr1	12485320	12600961
chr1	12600156	12600916	Andy_ChIP_q0.05_peak_138	1611	.	59.934	165.351	161.152	310	chr1	12485968	12601003
chr1	14977268	14977653	Andy_ChIP_q0.05_peak_146	583	.	27.3032	62.0205	58.392	165	chr1	14977041	15026136
chr1	15015824	15016223	Andy_ChIP_q0.05_peak_147	151	.	10.6549	18.319	15.1889	254	chr1	14977041	15026136
chr1	15017287	15017546	Andy_ChIP_q0.05_peak_148	87	.	7.5559	11.6818	8.71317	140	chr1	14977041	15026136
chr1	15025520	15025919	Andy_ChIP_q0.05_peak_149	859	.	36.6263	89.7954	85.9766	202	chr1	14977041	15026136
chr1	17237329	17237758	Andy_ChIP_q0.05_peak_181	1136	.	40.8318	117.597	113.621	238	chr1	17237125	17315469
chr1	17245348	17245517	Andy_ChIP_q0.05_peak_182	68	.	6.65933	9.7534	6.83513	88	chr1	17237125	17315469
chr1	17250697	17250988	Andy_ChIP_q0.05_peak_183	137	.	9.98899	16.8145	13.7134	141	chr1	17237125	17315469
chr1	17314762	17315233	Andy_ChIP_q0.05_peak_184	546	.	25.9714	58.2062	54.6073	223	chr1	17237125	17315469
chr1	17520224	17521035	Andy_ChIP_q0.05_peak_189	4219	.	131.189	427.238	421.938	461	chr1	17520251	17530258
chr1	17520224	17521035	Andy_ChIP_q0.05_peak_189	4219	.	131.189	427.238	421.938	461	chr1	17520440	18366514
chr1	17523464	17523630	Andy_ChIP_q0.05_peak_190	68	.	6.65933	9.7534	6.83513	110	chr1	17520251	17530258
chr1	17523464	17523630	Andy_ChIP_q0.05_peak_190	68	.	6.65933	9.7534	6.83513	110	chr1	17520440	18366514
chr1	17525065	17525283	Andy_ChIP_q0.05_peak_191	108	.	8.65713	13.8911	10.8558	102	chr1	17520251	17530258
chr1	17525065	17525283	Andy_ChIP_q0.05_peak_191	108	.	8.65713	13.8911	10.8558	102	chr1	17520440	18366514
chr1	17529319	17529966	Andy_ChIP_q0.05_peak_192	1063	.	42.1871	110.257	106.321	288	chr1	17520251	17530258
chr1	17529319	17529966	Andy_ChIP_q0.05_peak_192	1063	.	42.1871	110.257	106.321	288	chr1	17520440	18366514
chr1	17559713	17560386	Andy_ChIP_q0.05_peak_193	1066	.	43.2856	110.605	106.665	351	chr1	17520440	18366514
chr1	17561491	17561968	Andy_ChIP_q0.05_peak_194	622	.	28.6351	65.8767	62.2164	186	chr1	17520440	18366514
