chr1	183461004	183462399	183461698	27	11	11	2.70821143288913e-10	0.000296960845262095	2.6461171171436e-05	2646.1171171436	8.18818534180835e-06	818.818534180835	1827.29858296277	2.22301559206307e-06	0
chr1	226114301	226114769	226114531	23	10	4	4.95594776328545e-09	0.000814415191309203	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	3.06553933990509e-05	0
chr10	84401185	84402183	84401761	28	5	13	2.10859107951933e-11	2.98713150703733e-06	2.74412145481559e-05	2744.12145481559	3.72190242809471e-06	372.190242809471	2371.93121200612	2.2159307689438e-07	0
chr11	24446070	24446529	24446296	30	14	3	2.68229882749438e-13	3.3339958772638e-05	2.94013013015956e-05	2940.13013015956	1.04213267986652e-05	1042.13267986652	1897.99745029304	4.01303352234585e-09	0
chr11	47945982	47947262	47946961.5	28	11	10	2.70008460034887e-11	0.000109947093598572	2.74412145481559e-05	2744.12145481559	8.18818534180835e-06	818.818534180835	1925.30292063475	2.759237458233e-07	0
chr11	63528493	63528926	63528723	34	6	4	1.88737914186277e-15	1.31349586762752e-09	3.3321474808475e-05	3332.1474808475	4.46628291371365e-06	446.628291371365	2885.51918947614	3.84710950642682e-11	0
chr11	63530836	63531295	63531066	23	3	4	5.41263567299666e-09	7.17453648713118e-07	2.25409976645566e-05	2254.09976645566	2.23314145685682e-06	223.314145685682	2030.78562076998	3.32769498580977e-05	0
chr11	85029267	85030398	85030134	32	19	12	1.66200386786386e-13	3.18070680207505e-05	3.13613880550353e-05	3136.13880550353	1.41432292267599e-05	1414.32292267599	1721.81588282754	2.56228520972535e-09	0
chr12	118059088	118060284	118059764	39	18	9	0	1.6137521681614e-05	3.82216916920743e-05	3822.16916920743	1.33988487411409e-05	1339.88487411409	2482.28429509334	0	0
chr12	118105961	118106846	118106217	27	12	6	5.36406474793694e-11	0.0004010901239071	2.6461171171436e-05	2646.1171171436	8.93256582742729e-06	893.25658274273	1752.86053440088	5.18831133730087e-07	0
chr12	122110940	122112310	122111140	27	10	11	6.06223182764154e-10	0.000141109819683405	2.6461171171436e-05	2646.1171171436	7.44380485618941e-06	744.380485618941	1901.73663152466	4.59144972665911e-06	0
chr14	73696048	73697136	73696743	25	4	10	4.20323187366733e-09	2.82377365046216e-07	2.45010844179963e-05	2450.10844179963	2.97752194247576e-06	297.752194247576	2152.35624755206	2.65399400866711e-05	0
chr15	96230123	96231322	96230823	30	27	11	2.82786016825298e-11	0.000833945490530397	2.94013013015956e-05	2940.13013015956	2.00982731117114e-05	2009.82731117114	930.30281898842	2.87242308310507e-07	0
chr16	46693861	46694329	46694091	25	14	5	2.66957789207822e-10	0.000391338277452857	2.45010844179963e-05	2450.10844179963	1.04213267986652e-05	1042.13267986652	1407.97576193312	2.19724202396554e-06	0
chr16	68635836	68636740	68636315	29	12	6	5.08504349738814e-12	0.000289505479787788	2.84212579248758e-05	2842.12579248758	8.93256582742729e-06	893.25658274273	1948.86920974485	5.96288692536698e-08	0
chr16	70205507	70205966	70205733	25	12	5	6.72387590050505e-10	0.000475427999934053	2.45010844179963e-05	2450.10844179963	8.93256582742729e-06	893.25658274273	1556.8518590569	5.04227272276299e-06	0
chr17	30700563	30701022	30700793	29	13	5	1.51922918689706e-12	1.13638915882897e-05	2.84212579248758e-05	2842.12579248758	9.67694631304624e-06	967.694631304624	1874.43116118295	2.0690934123993e-08	0
chr17	58740898	58741634	58741118	49	23	5	0	6.43923536713942e-09	4.80221254592728e-05	4802.21254592728	1.71207511692356e-05	1712.07511692356	3090.13742900372	0	0
chr17	59093106	59095705	59094612	75	37	21	0	4.78428408001719e-12	7.3503253253989e-05	7350.3253253989	2.75420779679008e-05	2754.20779679008	4596.11752860882	0	0
chr17	59832730	59833500	59833124	51	34	9	0	2.73996867997672e-05	4.99822122127125e-05	4998.22122127125	2.5308936511044e-05	2530.8936511044	2467.32757016685	0	0
chr17	60030854	60031476	60031092	64	48	4	0	2.53266406429198e-05	6.27227761100706e-05	6272.27761100706	3.57302633097092e-05	3573.02633097092	2699.25128003615	0	0
chr17	61360113	61361506	61360713	74	47	13	0	7.03736589002801e-08	7.25232098772692e-05	7252.32098772692	3.49858828240902e-05	3498.58828240902	3753.73270531789	0	0
chr17	62887764	62888999	62888544	52	29	11	0	1.67502484299531e-05	5.09622555894324e-05	5096.22555894324	2.15870340829493e-05	2158.70340829493	2937.52215064831	0	0
chr17	62950153	62950877	62950461	35	13	6	7.99360577730113e-15	2.79602042618787e-06	3.43015181851949e-05	3430.15181851949	9.67694631304624e-06	967.694631304624	2462.45718721486	1.48033682872837e-10	0
chr18	62485349	62486193	62485910	29	9	5	1.63813407283442e-12	9.15480387053691e-07	2.84212579248758e-05	2842.12579248758	6.69942437057047e-06	669.942437057047	2172.18335543053	2.21120287956388e-08	0
chr19	37331375	37332275	37331601	23	15	6	3.23012927516686e-09	0.000919768813022137	2.25409976645566e-05	2254.09976645566	1.11657072842841e-05	1116.57072842841	1137.52903802725	2.08729441785877e-05	0
