chr1	109214503	109215019	109214789	25	7	4	7.58830664970844e-10	7.23807673352894e-06	2.45010844179963e-05	2450.10844179963	5.21066339933259e-06	521.066339933259	1929.04210186638	5.62111773545103e-06	0
chr1	200433031	200433617	200433368	26	15	7	6.03245120522899e-10	0.000389644161705394	2.54811277947162e-05	2548.11277947162	1.11657072842841e-05	1116.57072842841	1431.54205104321	4.58031653488067e-06	0
chr1	226114301	226114769	226114531	23	10	4	4.95594776328545e-09	0.000814415191309203	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	3.06553933990509e-05	0
chr10	3330694	3331276	3330894	28	6	4	1.47482026591206e-11	2.93902017389769e-07	2.74412145481559e-05	2744.12145481559	4.46628291371365e-06	446.628291371365	2297.49316344423	1.62880115504229e-07	0
chr10	84401185	84402183	84401761	28	5	13	2.10859107951933e-11	2.98713150703733e-06	2.74412145481559e-05	2744.12145481559	3.72190242809471e-06	372.190242809471	2371.93121200612	2.2159307689438e-07	0
chr11	72164287	72164817	72164584	29	10	4	2.27462493285202e-12	0.000108753438869069	2.84212579248758e-05	2842.12579248758	7.44380485618941e-06	744.380485618941	2097.74530686863	3.01167376419141e-08	0
chr12	53870930	53872238	53871952	42	19	6	0	2.72126362999003e-07	4.11618218222338e-05	4116.18218222339	1.41432292267599e-05	1414.32292267599	2701.8592595474	0	0
chr12	79082734	79083801	79083559	29	19	13	1.20121690372343e-11	0.000628528528370254	2.84212579248758e-05	2842.12579248758	1.41432292267599e-05	1414.32292267599	1427.80286981159	1.33635072534898e-07	0
chr14	68190864	68192280	68191735	36	13	19	2.32115437981406e-11	5.06169462899386e-07	3.52815615619147e-05	3528.15615619147	9.67694631304624e-06	967.694631304624	2560.46152488685	2.41425333825758e-07	0
chr14	73696048	73697136	73696743	25	4	10	4.20323187366733e-09	2.82377365046216e-07	2.45010844179963e-05	2450.10844179963	2.97752194247576e-06	297.752194247576	2152.35624755206	2.65399400866711e-05	0
chr15	55357785	55358814	55358510	40	10	12	0	5.21935050734612e-10	3.92017350687941e-05	3920.17350687941	7.44380485618941e-06	744.380485618941	3175.79302126047	0	0
chr15	64072612	64073121	64072847	29	4	7	2.73625566649116e-12	4.32738811451117e-09	2.84212579248758e-05	2842.12579248758	2.97752194247576e-06	297.752194247576	2544.37359824	3.50646891869295e-08	0
chr15	96230123	96231322	96230823	30	27	11	2.82786016825298e-11	0.000833945490530397	2.94013013015956e-05	2940.13013015956	2.00982731117114e-05	2009.82731117114	930.30281898842	2.87242308310507e-07	0
