chr15	55357463	55358014	chr1:179943932..179944436-chr15:55649661..55650212,2	200	.	55357463	55358014	16711680	1	551,	0,	chr15	55357785	55358814	55358510.0	40	10	12	0.0	5.219350507346121e-10	3.920173506879414e-05	3920.1735068794146	7.443804856189412e-06	744.3804856189412	3175.7930212604733	0.0
chr1	108198870	108199732	chr1:108741492..108742354-chr17:56717145..56717654,2	200	.	108198870	108199732	16711680	1	862,	0,	chr1	108198466	108199882	108199426.0	55	41	10	0.0	1.3416451316583533e-07	5.390238571959195e-05	5390.238571959195	3.051959991037659e-05	3051.959991037659	2338.2785809215356	0.0
chr17	58639784	58640293	chr1:108741492..108742354-chr17:56717145..56717654,2	200	.	58639784	58640293	16711680	1	509,	0,	chr17	58639510	58640144	58639876.0	25	2	5	7.511904986934326e-09	4.951944410080955e-09	2.450108441799634e-05	2450.108441799634	1.4887609712378825e-06	148.87609712378824	2301.2323446758455	4.535694204792844e-05
chr17	61722857	61723534	chr1:121484529..121485428-chr17:59800218..59800895,2	200	.	61722857	61723534	16711680	1	677,	0,	chr17	61722584	61724092	61723257.0	196	183	24	0.0	5.997919325650969e-07	0.0001920885018370913	19208.85018370913	0.00013622162886826625	13622.162886826623	5586.687296882508	0.0
chr17	58639716	58640315	chr1:199985896..199986435-chr17:56717077..56717676,2	200	.	58639716	58640315	16711680	1	599,	0,	chr17	58639510	58640144	58639876.0	25	2	5	7.511904986934326e-09	4.951944410080955e-09	2.450108441799634e-05	2450.108441799634	1.4887609712378825e-06	148.87609712378824	2301.2323446758455	4.535694204792844e-05
chr17	58639454	58640321	chr1:202304228..202304835-chr17:56716815..56717682,3	300	.	58639454	58640321	16711680	1	867,	0,	chr17	58639510	58640144	58639876.0	25	2	5	7.511904986934326e-09	4.951944410080955e-09	2.450108441799634e-05	2450.108441799634	1.4887609712378825e-06	148.87609712378824	2301.2323446758455	4.535694204792844e-05
chr17	58639349	58640309	chr1:207077082..207077585-chr17:56716710..56717670,2	200	.	58639349	58640309	16711680	1	960,	0,	chr17	58639510	58640144	58639876.0	25	2	5	7.511904986934326e-09	4.951944410080955e-09	2.450108441799634e-05	2450.108441799634	1.4887609712378825e-06	148.87609712378824	2301.2323446758455	4.535694204792844e-05
chr1	108199106	108199695	chr1:108741728..108742317-chr20:46704471..46705105,2	200	.	108199106	108199695	16711680	1	589,	0,	chr1	108198466	108199882	108199426.0	55	41	10	0.0	1.3416451316583533e-07	5.390238571959195e-05	5390.238571959195	3.051959991037659e-05	3051.959991037659	2338.2785809215356	0.0
chr20	50727477	50727982	chr1:202081676..202082557-chr20:49344014..49344519,2	200	.	50727477	50727982	16711680	1	505,	0,	chr20	50726735	50727892	50727505.0	93	56	8	0.0	1.2509359880175097e-06	9.114403403494639e-05	9114.403403494638	4.1685307194660705e-05	4168.530719466071	4945.872684028567	0.0
chr20	48864866	48865373	chr1:207076723..207077286-chr20:47481403..47481910,2	200	.	48864866	48865373	16711680	1	507,	0,	chr20	48863714	48865108	48864897.0	42	13	6	0.0	7.409314888295881e-07	4.116182182223385e-05	4116.182182223385	9.676946313046236e-06	967.6946313046236	3148.4875509187614	0.0
