chr1	108198870	108199793	chr1:108741492..108742415-chr17:56716783..56717654,3	300	.	108198870	108199793	16711680	1	923,	0,	chr1	108198189	108199629	108199410.0	43	32	8	0.0	4.705176846919734e-06	4.214186519895371e-05	4214.186519895371	2.382017553980612e-05	2382.017553980612	1832.1689659147592	0.0
chr17	58639422	58640293	chr1:108741492..108742415-chr17:56716783..56717654,3	300	.	58639422	58640293	16711680	1	871,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr17	61722783	61723744	chr1:112435871..112436751-chr17:59800144..59801105,3	300	.	61722783	61723744	16711680	1	961,	0,	chr17	61722546	61724027	61723257.0	209	201	25	0.0	1.6326528056165301e-06	0.00020482906573444942	20482.90657344494	0.00014962047760940718	14962.047760940719	5520.858812504221	0.0
chr1	200016768	200017307	chr1:199985896..199986435-chr17:56717077..56717676,2	200	.	200016768	200017307	16711680	1	539,	0,	chr1	200015777	200016916	200016263.0	26	15	10	1.1342918826429127e-09	0.0003727579202262854	2.5481127794716194e-05	2548.1127794716194	1.1165707284284118e-05	1116.5707284284117	1431.5420510432077	6.679967242809298e-06
chr17	58639716	58640315	chr1:199985896..199986435-chr17:56717077..56717676,2	200	.	58639716	58640315	16711680	1	599,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr17	58639677	58640282	chr1:202081974..202082556-chr17:56717038..56717643,2	200	.	58639677	58640282	16711680	1	605,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr17	58639435	58640321	chr1:202304204..202304835-chr17:56716796..56717682,4	400	.	58639435	58640321	16711680	1	886,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr17	58639415	58640310	chr1:207017042..207017660-chr17:56716776..56717671,2	200	.	58639415	58640310	16711680	1	895,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr17	58639349	58640309	chr1:207077053..207077585-chr17:56716710..56717670,3	300	.	58639349	58640309	16711680	1	960,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09
chr2	33069926	33070766	chr1:22780784..22781462-chr2:33294993..33295833,2	200	.	33069926	33070766	16711680	1	840,	0,	chr2	33069793	33070690	33070286.0	24	7	6	1.5815815324060623e-09	1.957402189267654e-05	2.3521041041276488e-05	2352.1041041276485	5.210663399332588e-06	521.0663399332589	1831.0377641943896	8.90701926007694e-06
chr2	158726877	158727596	chr1:207076886..207077663-chr2:159583389..159584108,2	200	.	158726877	158727596	16711680	1	719,	0,	chr2	158723367	158725908	158725071.0	37	18	8	0.0	5.6484272181966944e-05	3.626160493863458e-05	3626.160493863458	1.3398848741140941e-05	1339.8848741140941	2286.275619749364	0.0
chr20	54149146	54149760	chr1:112055772..112056731-chr20:52765685..52766299,2	200	.	54149146	54149760	16711680	1	614,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515
chr20	54148432	54149355	chr1:178749990..178750895-chr20:52764971..52765894,2	200	.	54148432	54149355	16711680	1	923,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515
chr1	200016494	200017182	chr1:199985622..199986310-chr20:52765456..52765965,2	200	.	200016494	200017182	16711680	1	688,	0,	chr1	200015777	200016916	200016263.0	26	15	10	1.1342918826429127e-09	0.0003727579202262854	2.5481127794716194e-05	2548.1127794716194	1.1165707284284118e-05	1116.5707284284117	1431.5420510432077	6.679967242809298e-06
chr20	54148917	54149426	chr1:199985622..199986310-chr20:52765456..52765965,2	200	.	54148917	54149426	16711680	1	509,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515
chr1	200016776	200017341	chr1:199985904..199986469-chr20:52739981..52740705,3	300	.	200016776	200017341	16711680	1	565,	0,	chr1	200015777	200016916	200016263.0	26	15	10	1.1342918826429127e-09	0.0003727579202262854	2.5481127794716194e-05	2548.1127794716194	1.1165707284284118e-05	1116.5707284284117	1431.5420510432077	6.679967242809298e-06
chr20	50727477	50727982	chr1:202081676..202082557-chr20:49344014..49344519,2	200	.	50727477	50727982	16711680	1	505,	0,	chr20	50726922	50728459	50727576.0	115	87	13	0.0	0.0004564969853448897	0.00011270498832278316	11270.498832278317	6.476110224884788e-05	6476.110224884788	4794.388607393529	0.0
chr20	50727277	50727872	chr1:202304319..202304922-chr20:49343814..49344409,2	200	.	50727277	50727872	16711680	1	595,	0,	chr20	50726922	50728459	50727576.0	115	87	13	0.0	0.0004564969853448897	0.00011270498832278316	11270.498832278317	6.476110224884788e-05	6476.110224884788	4794.388607393529	0.0
chr20	54195032	54195626	chr1:203058346..203059179-chr20:52811571..52812165,2	200	.	54195032	54195626	16711680	1	594,	0,	chr20	54194696	54197066	54195413.0	83	28	17	0.0	0.0	8.134360026774784e-05	8134.360026774785	2.0842653597330353e-05	2084.2653597330354	6050.09466704175	0.0
chr20	54148902	54149601	chr1:207015051..207015635-chr20:52765441..52766140,2	200	.	54148902	54149601	16711680	1	699,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515
chr20	48864642	48865373	chr1:207076723..207077572-chr20:47481179..47481910,3	300	.	48864642	48865373	16711680	1	731,	0,	chr20	48863714	48865108	48864897.0	42	13	6	0.0	7.409314888295881e-07	4.116182182223385e-05	4116.182182223385	9.676946313046236e-06	967.6946313046236	3148.4875509187614	0.0
