chr1	113976263	113976925	chr1:114518885..114519547-chr17:58142705..58143321,2	200	.	113976263	113976925	16711680	1	662,	0,	chr1	113975997	113977141	113976809.0	42	13	6	0.0	8.417700980700715e-10	4.116182182223385e-05	4116.182182223385	9.676946313046236e-06	967.6946313046236	3148.4875509187614	0.0	1
chr17	58639422	58639966	chr1:207076686..207077422-chr17:56716783..56717327,2	200	.	58639422	58639966	16711680	1	544,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr20	54148992	54149630	chr11:79064642..79065268-chr20:52765531..52766169,2	200	.	54148992	54149630	16711680	1	638,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515	1
chr20	54148856	54149721	chr12:82272483..82273222-chr20:52765395..52766260,2	200	.	54148856	54149721	16711680	1	865,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515	1
chr17	58639435	58640340	chr14:82475629..82476129-chr17:56716796..56717701,2	200	.	58639435	58640340	16711680	1	905,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr17	58639309	58640858	chr17:56716670..56718219-chr20:52765018..52766289,42	1000	.	58639309	58640858	16711680	1	1549,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr20	54148479	54149750	chr17:56716670..56718219-chr20:52765018..52766289,42	1000	.	54148479	54149750	16711680	1	1271,	0,	chr20	54148485	54149901	54149116.0	31	16	6	3.580331831010142e-08	0.00012148866406724856	3.0381344678315463e-05	3038.1344678315463	1.191008776990306e-05	1191.008776990306	1847.1256908412404	0.00014309520224776515	1
chr17	58639332	58640508	chr17:56716693..56717869-chr20:49343588..49344675,12	1000	.	58639332	58640508	16711680	1	1176,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr20	50727051	50728138	chr17:56716693..56717869-chr20:49343588..49344675,12	1000	.	50727051	50728138	16711680	1	1087,	0,	chr20	50726922	50728459	50727576.0	115	87	13	0.0	0.0004564969853448897	0.00011270498832278316	11270.498832278317	6.476110224884788e-05	6476.110224884788	4794.388607393529	0.0	1
chr17	58639335	58640382	chr17:56716696..56717743-chr20:52739760..52741159,36	1000	.	58639335	58640382	16711680	1	1047,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr17	58639363	58640492	chr17:56716724..56717853-chr20:52743361..52744335,8	800	.	58639363	58640492	16711680	1	1129,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr17	58639382	58640576	chr17:56716743..56717937-chr20:52811170..52812578,40	1000	.	58639382	58640576	16711680	1	1194,	0,	chr17	58639510	58640703	58639876.0	33	2	6	7.781553179597722e-13	1.8496315590255108e-13	3.234143143175517e-05	3234.143143175517	1.4887609712378825e-06	148.87609712378824	3085.2670460517284	9.14855623455171e-09	2
chr20	54194631	54196039	chr17:56716743..56717937-chr20:52811170..52812578,40	1000	.	54194631	54196039	16711680	1	1408,	0,	chr20	54194696	54197066	54195413.0	83	28	17	0.0	0.0	8.134360026774784e-05	8134.360026774785	2.0842653597330353e-05	2084.2653597330354	6050.09466704175	0.0	1
